name	x	y	z
E1	0.06266342848539352	0.05976722553321954	0.0014322321345047115
E2	0.057294588536024094	0.0756395932577939	0.03125170533086954
E3	0.04183701425790787	0.08854470492367342	0.060008936181971916
E4	0.031061023473739624	0.08532577245249001	0.08123536533168349
E5	0.016016880050301552	0.0715446748946835	0.10243338876669558
E6	0.0	0.052437438378683233	0.11605322762773398
E7	-0.013250136747956276	0.02880136651326718	0.12436175651375861
E8	0.04571070149540901	0.08776722401408327	0.011969565950466908
E9	0.029183266684412956	0.09991306007721423	0.037350325967094
E10	0.019823038950562477	0.1002500748119852	0.0601511866931976
E11	0.0	0.09418666505849299	0.08096038960957944
E12	-0.016016880050301552	0.0715446748946835	0.10243338876669558
E13	-0.026373272761702538	0.04618422508128365	0.11359680497262911
E14	0.013755188323557377	0.10414951584651877	0.014786422295743971
E15	0.0	0.10235694992568484	0.039774917038511735
E16	0.0	0.1041244963888863	0.05888022419548513
E17	0.0	0.10056445527774696	0.0013848827243074444
E18	-0.019823038950562477	0.1002500748119852	0.0601511866931976
E19	-0.031061023473739624	0.08532577245249001	0.08123536533168349
E20	-0.04142206162214279	0.06453157831220471	0.09366024483434224
E21	-0.013755188323557377	0.10414951584651877	0.014786422295743971
E22	-0.029183266684412956	0.09991306007721423	0.037350325967094
E23	-0.04183701425790787	0.08854470492367342	0.060008936181971916
E24	-0.048281971365213394	0.07254497590085637	0.07570591640477861
E25	-0.04571070149540901	0.08776722401408327	0.011969565950466908
E26	-0.057294588536024094	0.0756395932577939	0.03125170533086954
E27	-0.06152518093585968	0.06480078119108382	0.05983825337838169
E28	-0.060054030269384384	0.05274755554367309	0.08051463229321229
E29	-0.051560498774051666	0.03879337832067995	0.10006225668051585
E30	-0.04001123458147049	0.021488620628838363	0.11624293379534814
E31	-0.021168898791074753	0.004763596697662555	0.12808917022832014
E32	-0.06266342848539352	0.05976722553321954	0.0014322321345047115
E33	-0.06928317993879318	0.04711431421656065	0.026841381109039796
E34	-0.0738832950592041	0.037593722935840186	0.058102563351708485
E35	-0.06944973021745682	0.024124265155157677	0.08458346322055901
E36	-0.059322770684957504	0.012886596193344847	0.10355260350106171
E37	-0.04233267530798912	-0.005081625051831094	0.12034976899601615
E38	-0.07092505693435669	0.038369665243768926	-0.004893968881566964
E39	-0.07786396145820618	0.01124444084596602	0.024659951226679064
E40	-0.08003261685371399	0.005651704760842341	0.05814044916196637
E41	-0.0747612789273262	-0.0007110314756811828	0.0854939302031835
E42	-0.06448645144701004	-0.015789336982627432	0.10225322175969606
E43	-0.07058142870664597	0.023479990326265417	-0.0241002579007878
E44	-0.07406473159790039	0.013016699130449345	-0.004590480139919813
E45	-0.07908747345209122	-0.017753060599449234	0.030284286222037916
E46	-0.07917293161153793	-0.01920387061544903	0.06322421788907473
E47	-0.07294517010450363	-0.024980952890738976	0.0833030201337524
E48	-0.06425398588180542	0.018577017204120562	-0.052781564336782806
E49	-0.0681900829076767	0.001055836354732366	-0.030758444306215292
E50	-0.07343419641256332	-0.040574488793073196	0.03685708826984912
E51	-0.07100406289100647	-0.04433514050105359	0.0696737058197795
E52	-0.06313509494066238	-0.04013305784124443	0.09325238853574541
E53	-0.04540339857339859	-0.033043051212237405	0.11461162766939531
E54	-0.024585528299212456	-0.02503940386443123	0.12711229917378766
E55	0.0	-0.010660754651989367	0.13208224059700982
E56	-0.06685664504766464	-0.02945937376837742	-0.023047424004569557
E57	-0.0712466761469841	-0.04045045136744945	0.0068288947683076626
E58	-0.06533844769001007	-0.0589368463282395	0.04176061218678571
E59	-0.05634935200214386	-0.06316536388955124	0.07408402426757146
E60	-0.04457416757941246	-0.056577421632115786	0.09934143604456877
E61	-0.02538849040865898	-0.04852240304325663	0.11695435907196164
E62	0.0	-0.062035417456934826	0.11184212462114887
E63	-0.05774349346756935	-0.04930348850567986	-0.02082806707192609
E64	-0.05851031839847565	-0.06330267551906424	0.01016751821432673
E65	-0.05029487982392311	-0.07528237195268564	0.044226607750072026
E66	-0.039067137986421585	-0.076238087978276	0.07695783979077811
E67	-0.019972041249275208	-0.07065830179180038	0.09918968994916941
E68	-0.040980175137519836	-0.07154091106872834	-0.014786441352831227
E69	-0.03820698335766792	-0.08189365155595849	0.012804179232462042
E70	-0.029653511941432953	-0.08946855085212482	0.04681589335504895
E71	-0.015211639925837517	-0.08439930582528482	0.07936693180449919
E72	0.0	-0.07635212908413591	0.09391631081616927
E73	-0.020892424508929253	-0.08322073201061553	-0.012291975694424674
E74	-0.012188338674604893	-0.09087871070346776	0.01570645465521916
E75	0.0	-0.09339237280940868	0.04990789640076162
E76	0.015211639925837517	-0.08439930582528482	0.07936693180449919
E77	0.019972041249275208	-0.07065830179180038	0.09918968994916941
E78	0.02538849040865898	-0.04852240304325663	0.11695435907196164
E79	0.024585528299212456	-0.02503940386443123	0.12711229917378766
E80	0.021168898791074753	0.004763596697662555	0.12808917022832014
E81	0.0	-0.08691449998241446	-0.00984493721022043
E82	0.012188338674604893	-0.09087871070346776	0.01570645465521916
E83	0.029653511941432953	-0.08946855085212482	0.04681589335504895
E84	0.039067137986421585	-0.076238087978276	0.07695783979077811
E85	0.04457416757941246	-0.056577421632115786	0.09934143604456877
E86	0.04540339857339859	-0.033043051212237405	0.11461162766939531
E87	0.04233267530798912	-0.005081625051831094	0.12034976899601615
E88	0.020892424508929253	-0.08322073201061553	-0.012291975694424674
E89	0.03820698335766792	-0.08189365155595849	0.012804179232462042
E90	0.05029487982392311	-0.07528237195268564	0.044226607750072026
E91	0.05634935200214386	-0.06316536388955124	0.07408402426757146
E92	0.06313509494066238	-0.04013305784124443	0.09325238853574541
E93	0.06448645144701004	-0.015789336982627432	0.10225322175969606
E94	0.040980175137519836	-0.07154091106872834	-0.014786441352831227
E95	0.05851031839847565	-0.06330267551906424	0.01016751821432673
E96	0.06533844769001007	-0.0589368463282395	0.04176061218678571
E97	0.07100406289100647	-0.04433514050105359	0.0696737058197795
E98	0.07294517010450363	-0.024980952890738976	0.0833030201337524
E99	0.05774349346756935	-0.04930348850567986	-0.02082806707192609
E100	0.0712466761469841	-0.04045045136744945	0.0068288947683076626
E101	0.07343419641256332	-0.040574488793073196	0.03685708826984912
E102	0.07917293161153793	-0.01920387061544903	0.06322421788907473
E103	0.0747612789273262	-0.0007110314756811828	0.0854939302031835
E104	0.059322770684957504	0.012886596193344847	0.10355260350106171
E105	0.04001123458147049	0.021488620628838363	0.11624293379534814
E106	0.013250136747956276	0.02880136651326718	0.12436175651375861
E107	0.06685664504766464	-0.02945937376837742	-0.023047424004569557
E108	0.07908747345209122	-0.017753060599449234	0.030284286222037916
E109	0.08003261685371399	0.005651704760842341	0.05814044916196637
E110	0.06944973021745682	0.024124265155157677	0.08458346322055901
E111	0.051560498774051666	0.03879337832067995	0.10006225668051585
E112	0.026373272761702538	0.04618422508128365	0.11359680497262911
E113	0.0681900829076767	0.001055836354732366	-0.030758444306215292
E114	0.07406473159790039	0.013016699130449345	-0.004590480139919813
E115	0.07786396145820618	0.01124444084596602	0.024659951226679064
E116	0.0738832950592041	0.037593722935840186	0.058102563351708485
E117	0.060054030269384384	0.05274755554367309	0.08051463229321229
E118	0.04142206162214279	0.06453157831220471	0.09366024483434224
E119	0.06425398588180542	0.018577017204120562	-0.052781564336782806
E120	0.07058142870664597	0.023479990326265417	-0.0241002579007878
E121	0.07092505693435669	0.038369665243768926	-0.004893968881566964
E122	0.06928317993879318	0.04711431421656065	0.026841381109039796
E123	0.06152518093585968	0.06480078119108382	0.05983825337838169
E124	0.048281971365213394	0.07254497590085637	0.07570591640477861
E125	0.06624480336904526	0.0470760322752368	-0.017242909384449896
E126	0.040531083941459656	0.06771888121719713	-0.0423580272189105
E127	-0.040531083941459656	0.06771888121719713	-0.0423580272189105
E128	-0.06624480336904526	0.0470760322752368	-0.017242909384449896
